User_name,Category,Comments,Comments_extra,Comments_merge,Comments_Cleaned,predicted_sentiment
Chi Bùi,Màu : A12 - nâu gạch,giao hàng đúng hẹn,Cực kì hài lòng,giao hàng đúng hẹn,giao hàng đúng hẹn,Positive
Đìình Dươngg,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Phương,Màu : A08 - cam bưởi đỏ,"Ship hàng nhanh, đóng gói kĩ.",Hài lòng,"Ship hàng nhanh, đóng gói kĩ.",giao hàng hàng nhanh đóng gói kĩ,Positive
Mai Văn Phương,Màu : A21 - đỏ nâu ánh khói,giao nhanh và sản phẩm rất là tuyệt,Cực kì hài lòng,giao nhanh và sản phẩm rất là tuyệt,giao nhanh và sản phẩm rất là tuyệt,Positive
Thu Thủy,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Mai,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nu Nu,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nu Nu,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nth Isme,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đặng Nhung,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đinh Thị Hồng Nhung,Màu : A12 - nâu gạch,"Thơm cực luôn á. Màu quốc dân nè, siêu đẹp",Cực kì hài lòng,"Thơm cực luôn á. Màu quốc dân nè, siêu đẹp",thơm cực luôn á màu quốc dân nè siêu đẹp,Positive
Nguyễn Thị Diễm My,Màu : A10 - đỏ berry,son lỳ thiệt quá ok,Cực kì hài lòng,son lỳ thiệt quá ok,son lỳ thiệt quá ok,Positive
Nguyễn Ngọc Kim Ngân,Màu : A12 - nâu gạch,son đánh lên mềm môi nhưng cũng cần dưỡng môi trước.. màu môi ok. thơm.. giao hàng nhanh,Cực kì hài lòng,son đánh lên mềm môi nhưng cũng cần dưỡng môi trước.. màu môi ok. thơm.. giao hàng nhanh,son đánh lên mềm môi nhưng cũng cần dưỡng môi trước màu môi ok thơm giao hàng nhanh,Positive
Ngô Hùng Cường,Màu : A08 - cam bưởi đỏ,"màu ra đều đẹp, nhưng ko giử dc quá lâu. vẫn cho 5 sao vì lên màu môi của vợ rất cute",Cực kì hài lòng,"màu ra đều đẹp, nhưng ko giử dc quá lâu. vẫn cho 5 sao vì lên màu môi của vợ rất cute",màu ra đều đẹp nhưng không giử được quá lâu vẫn cho 5 sao vì lên màu môi của vợ rất cute,Positive
Trần Thuỷ,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Thi Yen Nhi,Màu : A10 - đỏ berry,lần đầu tiên mua trên tiki. hàng chính hãng thật mà đc giá ưu đãi nữa. tuy nhiên giao hàng hơi chậm tí,Cực kì hài lòng,lần đầu tiên mua trên tiki. hàng chính hãng thật mà đc giá ưu đãi nữa. tuy nhiên giao hàng hơi chậm tí,lần đầu tiên mua trên tiki hàng chính hãng thật mà được giá ưu đãi nữa tuy nhiên giao hàng hơi chậm tí,Positive
Nguyen Xuan Ha,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Trúc Đào,Màu : A02 - hoa hồng khô,Màu đẹp,Cực kì hài lòng,Màu đẹp,màu đẹp,Positive
Tuyết Tiên,Màu : A10 - đỏ berry,"son gói kĩ, check được mã vạch, giá rẻ",Cực kì hài lòng,"son gói kĩ, check được mã vạch, giá rẻ",son gói kĩ check được mã vạch giá rẻ,Positive
Ly Tang,Màu : A15 - nâu ánh đỏ,"son đẹp ok lắm nha mng ơi 
chuẩn real nha",Cực kì hài lòng,"son đẹp ok lắm nha mng ơi 
chuẩn real nha",son đẹp ok lắm nha mọi người ơi chuẩn real nha,Positive
Ngo Thi Quynh Truc,Màu : A19 - đỏ hồng tomato,mình mua màu A19 màu tươi đẹp nha.,Cực kì hài lòng,mình mua màu A19 màu tươi đẹp nha.,mình mua màu a19 màu tươi đẹp nha,Positive
Hiếu Ngọc,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quynh Thu Ho,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hong Luyen,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thảo Sang,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Hồng Như,Màu : A10 - đỏ berry,tôi rất hài lòng về sản phẩm. Son vừa nhận được. Tôi rất ưa thích màu của son.,son kem lỳ Black rouge,tôi rất hài lòng về sản phẩm. Son vừa nhận được. Tôi rất ưa thích màu của son.,tôi rất hài lòng về sản phẩm son vừa nhận được tôi rất ưa thích màu của son,Positive
Anh Thư,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Yến Nhi,Màu : A12 - nâu gạch,"màu son đẹp vl :3
tìm mãi mới thấy a12
tuy nhiên hơi khô môi 1 tí :<
nói chung là vé rỳ gút",đỉnh của chóp,"màu son đẹp vl :3
tìm mãi mới thấy a12
tuy nhiên hơi khô môi 1 tí :<
nói chung là vé rỳ gút",màu son đẹp vl 3 tìm mãi mới thấy a12 tuy nhiên hơi khô môi 1 tí nói chung là vé rỳ tốt,Positive
Lộn Xộn,Màu : A08 - cam bưởi đỏ,sản phẩm khá tốt,Cực kì hài lòng,sản phẩm khá tốt,sản phẩm khá tốt,Positive
Trần Thị Thanh Trúc,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khánh Nguyên,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Xuan Thao Pham,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Diệu Ly,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
H Minh,Màu : A12 - nâu gạch,son chính hãng' màu đẹp,Cực kì hài lòng,son chính hãng' màu đẹp,son chính hãng màu đẹp,Positive
VƯƠNG LINH,Màu : A07 - cam hồng,"Son đep, làn nào mua hàng của shop cũng đều hài lòng",Cực kì hài lòng,"Son đep, làn nào mua hàng của shop cũng đều hài lòng",son đep làn nào mua hàng của shop cũng đều hài lòng,Positive
Tuấn Đạt,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Huỳnh Thị Huyền Trâm,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Akina Từ,Màu : A10 - đỏ berry,giao hàng đúng hẹn,Cực kì hài lòng,giao hàng đúng hẹn,giao hàng đúng hẹn,Positive
Nguyễn Yến,Màu : A12 - nâu gạch,"Chất son phải nói là mịn dã man luôn, son có mùi nho nhẹ, son khá lì và màu thì khỏi chê rồi",Cực kì hài lòng,"Chất son phải nói là mịn dã man luôn, son có mùi nho nhẹ, son khá lì và màu thì khỏi chê rồi",chất son phải nói là mịn dã man luôn son có mùi nho nhẹ son khá lì và màu thì khỏi chê rồi,Positive
Kim Ngoc,Màu : A05 - cam đỏ,Sơn rất mịn và thơm,Cực kì hài lòng,Sơn rất mịn và thơm,sơn rất mịn và thơm,Positive
Hà Mạnh Chính,Màu : A12 - nâu gạch,Màu son đẹp - Giá toodt,Cực kì hài lòng,Màu son đẹp - Giá toodt,màu son đẹp giá todt,Positive
Nguyễn Quốc Khánh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Minh Thư,Màu : A02 - hoa hồng khô,"thơm lắm các b ạ, mình check thì là hàng auth(xem các vid trên yt cách phân biệt fake auth) chất son mềm, mịn, mượt =]] đưa lên môi rất là thích luôn hê","Mua A02, hài lòng","thơm lắm các b ạ, mình check thì là hàng auth(xem các vid trên yt cách phân biệt fake auth) chất son mềm, mịn, mượt =]] đưa lên môi rất là thích luôn hê",thơm lắm các b ạ mình check thì là hàng chuẩn chính hãng xem các video trên youtube cách phân biệt giả mạo chuẩn chính hãng chất son mềm mịn mượt đưa lên môi rất là thích luôn hê,Positive
Lâm Ngọc Hân,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lâm Ngọc Hân,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khanh Ha Nguyen,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hong Luyen,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tuyết Ngân,Màu : A11 - hồng cháy,Giao hàng nhanh sản phẩm rất ok,Cực kì hài lòng,Giao hàng nhanh sản phẩm rất ok,giao hàng nhanh sản phẩm rất ok,Positive
Khánh Nè,Màu : A12 - nâu gạch,Sản phầm rất ok và đóng gói cẩn thân:3333,Cực kì hài lòng,Sản phầm rất ok và đóng gói cẩn thân:3333,sản phầm rất ok và đóng gói cẩn thân 3,Positive
Trịnh Thị Thuỳ Linh,Màu : A05 - cam đỏ,"sản phẩm rất tốt, son lên môi mềm mịn, có mùi thơm",Cực kì hài lòng,"sản phẩm rất tốt, son lên môi mềm mịn, có mùi thơm",sản phẩm rất tốt son lên môi mềm mịn có mùi thơm,Positive
Phạm Thị Thuỳ Duyên,Màu : A12 - nâu gạch,"Son đẹp quáaaaaa
Lên môi mềm mượt màu a12 nha thơm mùi kẹo ngọt nữa",Cực kì hài lòng,"Son đẹp quáaaaaa
Lên môi mềm mượt màu a12 nha thơm mùi kẹo ngọt nữa",son đẹp quáa lên môi mềm mượt màu a12 nha thơm mùi kẹo ngọt nữa,Positive
Lien Hatinh,Màu : A09 - hồng quế,"giao hàng nhanh, màu đẹp như mong đợi của mình",Cực kì hài lòng,"giao hàng nhanh, màu đẹp như mong đợi của mình",giao hàng nhanh màu đẹp như mong đợi của mình,Positive
Nguyễn Hà Thu Trang,Màu : A02 - hoa hồng khô,"Thích màu này cực, vừa sang chảnh lại trẻ trung :3 apply lên môi thấy mịn nhưng đến  giữa buổi thấy hơi khô, nên dưỡng môi tốt nữa",Cực kì hài lòng,"Thích màu này cực, vừa sang chảnh lại trẻ trung :3 apply lên môi thấy mịn nhưng đến  giữa buổi thấy hơi khô, nên dưỡng môi tốt nữa",thích màu này cực vừa sang chảnh lại trẻ trung 3 aply lên môi thấy mịn nhưng đến giữa buổi thấy hơi khô nên dưỡng môi tốt nữa,Positive
Công Tấn,Màu : A07 - cam hồng,Xinh lắm ạ hi hi ?❤️❤️??❤️???❤️??❤️❤️?❤️❤️??❤️??❤️???? sẽ ủng hộ,Cực kì hài lòng,Xinh lắm ạ hi hi ?❤️❤️??❤️???❤️??❤️❤️?❤️❤️??❤️??❤️???? sẽ ủng hộ,xinh lắm ạ hi hi        sẽ ủng hộ,Positive
Ceriii Nhụy,Màu : A09 - hồng quế,giao nhanh,Cực kì hài lòng,giao nhanh,giao nhanh,Positive
Bích Duyên,Màu : A09 - hồng quế,màu lên đẹp. chuẩn. giao hàng nhanh,Cực kì hài lòng,màu lên đẹp. chuẩn. giao hàng nhanh,màu lên đẹp chuẩn giao hàng nhanh,Positive
Trang Ngọc Bảo Trân,Màu : A12 - nâu gạch,"mùi thơm, màu xinh, sẽ mua lại ạaa",Cực kì hài lòng,"mùi thơm, màu xinh, sẽ mua lại ạaa",mùi thơm màu xinh sẽ mua lại ạa,Positive
Nguyễn Thị Trang,Màu : A21 - đỏ nâu ánh khói,bao bọc hàng đẹp. màu lên trẻ. đúng hàng.,Cực kì hài lòng,bao bọc hàng đẹp. màu lên trẻ. đúng hàng.,bao bọc hàng đẹp màu lên trẻ đúng hàng,Positive
TRƯƠNG THANH LOAN,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Tiến Hưng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tuấn Trần Đức,Màu : A11 - hồng cháy,Tôi rất thích sản phẩm này,Cực kì hài lòng,Tôi rất thích sản phẩm này,tôi rất thích sản phẩm này,Positive
Phuongking Nhu,Màu : A14 - đỏ đào trầm,sản phẩm chất lượng lắm nhóe :333,Cực kì hài lòng,sản phẩm chất lượng lắm nhóe :333,sản phẩm chất lượng lắm nhé 3,Positive
Hoàng Thuỳ Dung,Màu : A11 - hồng cháy,son lên môi màu đẹp nha,Cực kì hài lòng,son lên môi màu đẹp nha,son lên môi màu đẹp nha,Positive
Thỏ Ngọc,Màu : A12 - nâu gạch,"xinhhhhhhhhhhhhh, giao hàng siêu siêu lẹ, đáng mua lắm nha ❤❤",Cực kì hài lòng,"xinhhhhhhhhhhhhh, giao hàng siêu siêu lẹ, đáng mua lắm nha ❤❤",xinh giao hàng siêu siêu lẹ đáng mua lắm nha ,Positive
Ngoc Ha,Màu : A19 - đỏ hồng tomato,"Cảm ơn shop. Giao hàng nhanh, son xài được hay không cũng không biết, mua tặng bạn. ❤️❤️❤️❤️",Ok,"Cảm ơn shop. Giao hàng nhanh, son xài được hay không cũng không biết, mua tặng bạn. ❤️❤️❤️❤️",cảm ơn shop giao hàng nhanh son xài được hay không cũng không biết mua tặng bạn ,Positive
Trương Thị Nở,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Dũng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Long Vũ,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
THANH TRÚC,Màu : A09 - hồng quế,OK,Cực kì hài lòng,OK,ok,Positive
Hoàng Phúc,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngọc Hạnh,Màu : A12 - nâu gạch,ship siêu nhanh. đặt hôm qua hôm nay có luôn. son xinh chất son mịn mềm nhẹ môi. lên màu đẹp. yêu shop,Cực kì hài lòng,ship siêu nhanh. đặt hôm qua hôm nay có luôn. son xinh chất son mịn mềm nhẹ môi. lên màu đẹp. yêu shop,giao hàng siêu nhanh đặt hôm qua hôm nay có luôn son xinh chất son mịn mềm nhẹ môi lên màu đẹp yêu shop,Positive
Bảo Bảo,Màu : A10 - đỏ berry,son đẹp lắm ạ.. nhưng giao hành hơi lâu tý..mà chất lượng son thì khỏi nói,Cực kì hài lòng,son đẹp lắm ạ.. nhưng giao hành hơi lâu tý..mà chất lượng son thì khỏi nói,son đẹp lắm ạ nhưng giao hành hơi lâu tý mà chất lượng son thì khỏi nói,Positive
Nhi Rubi,Màu : A12 - nâu gạch,"giao hàng nhanh, chuẩn auth son thơm lắm ạ sẽ ủng hộ shop nữa 🥰",Cực kì hài lòng,"giao hàng nhanh, chuẩn auth son thơm lắm ạ sẽ ủng hộ shop nữa 🥰",giao hàng nhanh chuẩn chuẩn chính hãng son thơm lắm ạ sẽ ủng hộ shop nữa ,Positive
Nguyen Xuan Cuong,Màu : A02 - hoa hồng khô,son lên màu đẹp,Cực kì hài lòng,son lên màu đẹp,son lên màu đẹp,Positive
Thúy Huyền,Màu : A12 - nâu gạch,"Màu xinh xĩu, mùi thơm cực luôn 🥰",Cực kì hài lòng,"Màu xinh xĩu, mùi thơm cực luôn 🥰",màu xinh xĩu mùi thơm cực luôn ,Positive
Thị Thu Hưng Nguyễn,Màu : A12 - nâu gạch,Bình thường,Cực kì hài lòng,Bình thường,bình thường,Negative
Đoàn Hữu Tiến,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Ngọc Minh Thư,Màu : A12 - nâu gạch,Son đẹp nhìn sang chảnh lắm lun. Mình mua 139k nhưng hàng chính hãng. Yêu lắm,Cực kì hài lòng,Son đẹp nhìn sang chảnh lắm lun. Mình mua 139k nhưng hàng chính hãng. Yêu lắm,son đẹp nhìn sang chảnh lắm luôn mình mua 139k nhưng hàng chính hãng yêu lắm,Positive
Trang Quang Khanh,Màu : A09 - hồng quế,"Giao hàng nhanh, sản phẩm giống như miêu tả.Giao hàng nhanh, sản phẩm giống như miêu tả.Giao hàng nhanh, sản phẩm giống như miêu tả.",Sản phẩm Ok,"Giao hàng nhanh, sản phẩm giống như miêu tả.Giao hàng nhanh, sản phẩm giống như miêu tả.Giao hàng nhanh, sản phẩm giống như miêu tả.",giao hàng nhanh sản phẩm giống như miêu tả giao hàng nhanh sản phẩm giống như miêu tả giao hàng nhanh sản phẩm giống như miêu tả,Positive
Nguyễn Thế Việt,Màu : A05 - cam đỏ,Màu đẹp,Cực kì hài lòng,Màu đẹp,màu đẹp,Positive
Ngô Nguyễn Thanh Xuân,Màu : A12 - nâu gạch,xài màu này mấy năm rồi vẫn chưa thấy chán. 5 sao quá xứng đáng,Cực kì hài lòng,xài màu này mấy năm rồi vẫn chưa thấy chán. 5 sao quá xứng đáng,xài màu này mấy năm rồi vẫn chưa thấy chán 5 sao quá xứng đáng,Negative
Minh Thư,Màu : A12 - nâu gạch,a12  như này thì auth không ạ@@?,Cực kì hài lòng,a12  như này thì auth không ạ@@?,a12 như này thì chuẩn chính hãng không ạ,Positive
Diễm Trinh,Màu : A12 - nâu gạch,sonn thơm mùi kẹo dễ chịu lắm,Cực kì hài lòng,sonn thơm mùi kẹo dễ chịu lắm,son thơm mùi kẹo dễ chịu lắm,Positive
Tài Khoản Facebook,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nu Nu,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Xoan Le,Màu : A07 - cam hồng,chất son rất xinh khi lên môi len chuẩn từ lần quẹt đầu tiên nữa. Ko gây khô khi son lì lại nói chung là cực hài lòng luôn:)),Cực kì hài lòng,chất son rất xinh khi lên môi len chuẩn từ lần quẹt đầu tiên nữa. Ko gây khô khi son lì lại nói chung là cực hài lòng luôn:)),chất son rất xinh khi lên môi len chuẩn từ lần quẹt đầu tiên nữa không gây khô khi son lì lại nói chung là cực hài lòng luôn,Positive
Ng Hương Giang,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Lê Thùy Ngân,Màu : A15 - nâu ánh đỏ,"Son dùng mịn, lên màu đẹp. Mẫu mã đẹp",Cực kì hài lòng,"Son dùng mịn, lên màu đẹp. Mẫu mã đẹp",son dùng mịn lên màu đẹp mẫu mã đẹp,Positive
Trương Tấn Sang,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Xuan Huong,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Kiều Trang,Màu : A12 - nâu gạch,"Cực kì hài lòng, màu này thì khỏi phải bàn",Cực kì hài lòng,"Cực kì hài lòng, màu này thì khỏi phải bàn",cực kì hài lòng màu này thì khỏi phải bàn,Positive
Bảo Tuyết,Màu : A12 - nâu gạch,"Tiki giao hàng nhanh và thích dịch vụ nhắn tin trước khi giao của tiki. Chất son thơm mùi kẹo, mịn, màu a12 rất đẹp.",Cực kì hài lòng,"Tiki giao hàng nhanh và thích dịch vụ nhắn tin trước khi giao của tiki. Chất son thơm mùi kẹo, mịn, màu a12 rất đẹp.",tiki giao hàng nhanh và thích dịch vụ nhắn tin trước khi giao của tiki chất son thơm mùi kẹo mịn màu a12 rất đẹp,Positive
Gia Kiên,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Kim Mỹ,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vân Nga,Màu : A13 - nâu đỏ tươi,"Son thì khô, không thik, ngoài sự mong đợi",Cực kì hài lòng,"Son thì khô, không thik, ngoài sự mong đợi",son thì khô không thích ngoài sự mong đợi,Negative
Lan Anh,Màu : A12 - nâu gạch,"Mình mua A12, Màu đậm, thích hợp những bạn thích phong cách chững chạc quyến rũ. Nếu bạn nào thích trẻ trung xíu thì mua cây a06 sẽ hợp hơn nhé","Màu đậm, đẹp","Mình mua A12, Màu đậm, thích hợp những bạn thích phong cách chững chạc quyến rũ. Nếu bạn nào thích trẻ trung xíu thì mua cây a06 sẽ hợp hơn nhé",mình mua a12 màu đậm thích hợp những bạn thích phong cách chững chạc quyến rũ nếu bạn nào thích trẻ trung xíu thì mua cây a06 sẽ hợp hơn nhé,Positive
Hoàng Minh,Màu : A07 - cam hồng,Rất tốt,Cực kì hài lòng,Rất tốt,rất tốt,Positive
Lê Trung Hiếu,Màu : A12 - nâu gạch,nice,Cực kì hài lòng,nice,tốt,Positive
Nguyễn Thị Mai Tâm,Màu : A03 - đỏ tươi,rất thích ??,Cực kì hài lòng,rất thích ??,rất thích,Positive
Huynh Pham,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Việt Thanh,Màu : A12 - nâu gạch,siêu đẹp giao hàng nhanh lần đầu mua ở tiki rất ưng luôn nên mua nha m.n màu mình mua là a12,Cực kì hài lòng,siêu đẹp giao hàng nhanh lần đầu mua ở tiki rất ưng luôn nên mua nha m.n màu mình mua là a12,siêu đẹp giao hàng nhanh lần đầu mua ở tiki rất ưng luôn nên mua nha m n màu mình mua là a12,Positive
Nguyen Thi Bich Tuyen,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Thị Huỳnh Mai,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lam Lam,Màu : A13 - nâu đỏ tươi,Chất lượng lắm nha mọi người. Giá lại rẻ nữa. Cám ơn shop nhiều nhaaa. Sẽ ủng hộ shop nhiềuuuu hơn nữa ạ.❤❤❤❤❤❤,Cực kì hài lòng,Chất lượng lắm nha mọi người. Giá lại rẻ nữa. Cám ơn shop nhiều nhaaa. Sẽ ủng hộ shop nhiềuuuu hơn nữa ạ.❤❤❤❤❤❤,chất lượng lắm nha mọi người giá lại rẻ nữa cám ơn shop nhiều nha sẽ ủng hộ shop nhiều hơn nữa ạ ,Positive
Hung Do,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngô Lực,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Thị Hoà,Màu : A01- đỏ dâu,Gói hàng cực kỳ cẩn thận ạ. Giao hàng siêu nhanh.,Cực kì hài lòng,Gói hàng cực kỳ cẩn thận ạ. Giao hàng siêu nhanh.,gói hàng cực kỳ cẩn thận ạ giao hàng siêu nhanh,Positive
Mũm Mỉm,Màu : A11 - hồng cháy,"son lên màu chuẩn, màu này thích hợp bạn nào da trắng nha",Cực kì hài lòng,"son lên màu chuẩn, màu này thích hợp bạn nào da trắng nha",son lên màu chuẩn màu này thích hợp bạn nào da trắng nha,Positive
Nguyệt Huỳnh,Màu : A05 - cam đỏ,son check được hidden tag nhé. giống màu thỏi cũ của mình,Cực kì hài lòng,son check được hidden tag nhé. giống màu thỏi cũ của mình,son check được hiden tag nhé giống màu thỏi cũ của mình,Positive
Nguyễn Quốc Hưng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phuc Nguyen,Màu : A07 - cam hồng,"son đánh lên đẹp, màu tươi, có mùi thơm nhẹ",Cực kì hài lòng,"son đánh lên đẹp, màu tươi, có mùi thơm nhẹ",son đánh lên đẹp màu tươi có mùi thơm nhẹ,Positive
Nhi U Dng,Màu : A12 - nâu gạch,"hàng đẹp lắm shop ạ,giao hàng nhanh,son thơm mịn rất hài lòng",Cực kì hài lòng,"hàng đẹp lắm shop ạ,giao hàng nhanh,son thơm mịn rất hài lòng",hàng đẹp lắm shop ạ giao hàng nhanh son thơm mịn rất hài lòng,Positive
Nguyễn Đào Ngọc Hân,Màu : A06 - đỏ nâu,"đóng gói sản phẩm kĩ, chất lượng rất chi okkkkk ?",Cực kì hài lòng,"đóng gói sản phẩm kĩ, chất lượng rất chi okkkkk ?",đóng gói sản phẩm kĩ chất lượng rất chi ok,Positive
Nguyễn Như Quỳnh,Màu : A12 - nâu gạch,Chất mịn,Cực kì hài lòng,Chất mịn,chất mịn,Positive
Thu Bích Phạm Ku Lít,Màu : A10 - đỏ berry,"Mình mua A10, màu hơi tươi chút
Son mịn, đẹp",Cực kì hài lòng,"Mình mua A10, màu hơi tươi chút
Son mịn, đẹp",mình mua a10 màu hơi tươi chút son mịn đẹp,Positive
Nguyễn Thị Thu Hằng,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngọc Yên,Màu : A06 - đỏ nâu,hàng tốt,Cực kì hài lòng,hàng tốt,hàng tốt,Positive
Trịnh Thanh Thảo,Màu : A12 - nâu gạch,"sản phẩm oke, chất son mịn, thơm",Cực kì hài lòng,"sản phẩm oke, chất son mịn, thơm",sản phẩm tốt chất son mịn thơm,Positive
My Nguyễn,Màu : A06 - đỏ nâu,"mình đã nhận được hàng. màu son đẹp, mùi thơm dễ chịu",Cực kì hài lòng,"mình đã nhận được hàng. màu son đẹp, mùi thơm dễ chịu",mình đã nhận được hàng màu son đẹp mùi thơm dễ chịu,Positive
Ngọc Trang,Màu : A08 - cam bưởi đỏ,"Sản phẩm rất tuyệt vời nha !! Đóng hàng cẩn thận , màu son mềm , thơm , k khô môi , sau mk sẽ ủng hộ tiếp ạ , cảm ơn shop về sản phẩm",Cực kì hài lòng,"Sản phẩm rất tuyệt vời nha !! Đóng hàng cẩn thận , màu son mềm , thơm , k khô môi , sau mk sẽ ủng hộ tiếp ạ , cảm ơn shop về sản phẩm",sản phẩm rất tuyệt vời nha đóng hàng cẩn thận màu son mềm thơm không khô môi sau mình sẽ ủng hộ tiếp ạ cảm ơn shop về sản phẩm,Positive
Nguyễn Ayun Tường Vy,Màu : A12 - nâu gạch,"Mình mua màu A12, nhận hàng xài thử rất vừa ý. Nó phù hợp vs mọi màu da, kể cả da ngăm hoặc là môi thâm cũng phù hợp. Nói chung là đáng đồng tiền",Cực kì hài lòng,"Mình mua màu A12, nhận hàng xài thử rất vừa ý. Nó phù hợp vs mọi màu da, kể cả da ngăm hoặc là môi thâm cũng phù hợp. Nói chung là đáng đồng tiền",mình mua màu a12 nhận hàng xài thử rất vừa ý nó phù hợp với mọi màu da kể cả da ngăm hoặc là môi thâm cũng phù hợp nói chung là đáng đồng tiền,Positive
Lại Võ Anh Thư,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Hoàng Phương Nghi,Màu : A06 - đỏ nâu,"đóng gói kĩ, giao hàng nhanh",Cực kì hài lòng,"đóng gói kĩ, giao hàng nhanh",đóng gói kĩ giao hàng nhanh,Positive
Bùi Thị Kim Loan,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
