User_name,Category,Comments,Comments_extra,Comments_merge,Comments_Cleaned,predicted_sentiment
Ng Th Thanh Thy,Màu : A09 - hồng quế,tiki giao hàng rất nhanh. mới đặt hôm qua mà hôm nay đã có r....son có mùi thơm..lên màu rất đẹp...sẽ ủng hôn tiki lâu dài❤️,Cực kì hài lòng,tiki giao hàng rất nhanh. mới đặt hôm qua mà hôm nay đã có r....son có mùi thơm..lên màu rất đẹp...sẽ ủng hôn tiki lâu dài❤️,tiki giao hàng rất nhanh mới đặt hôm qua mà hôm nay đã có rồi son có mùi thơm lên màu rất đẹp sẽ ủng hôn tiki lâu dài,Positive
Mr Hoàng,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Phương Thảo,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Linh,Màu : A11 - hồng cháy,"Mùi dễ chịu, lên màu xinh",Cực kì hài lòng,"Mùi dễ chịu, lên màu xinh",mùi dễ chịu lên màu xinh,Positive
Khoa Trần,Màu : A07 - cam hồng,rất đẹp,Cực kì hài lòng,rất đẹp,rất đẹp,Positive
Thảo Trương,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Minh Phương,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thanh Lan,Màu : A03 - đỏ tươi,"Màu đẹp. Chất son dễ tán, mềm không gây khô môi. Mùi mới thoa hơi nồng.",Cực kì hài lòng,"Màu đẹp. Chất son dễ tán, mềm không gây khô môi. Mùi mới thoa hơi nồng.",màu đẹp chất son dễ tán mềm không gây khô môi mùi mới thoa hơi nồng,Positive
Khánhh Mii,Màu : A12 - nâu gạch,"- son cực kỳ mềm mịn,không bị khô môi mình rất thích cây son background A12 này❤",Cực kì hài lòng,"- son cực kỳ mềm mịn,không bị khô môi mình rất thích cây son background A12 này❤",son cực kỳ mềm mịn không bị khô môi mình rất thích cây son background a12 này,Positive
Trần Thị Thu Chi,Màu : A05 - cam đỏ,tốt,Cực kì hài lòng,tốt,tốt,Positive
Nghĩa Trần,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Thuỳ Trang,Màu : A06 - đỏ nâu,"son thơm lắm luôn, siêu đẹp, siêu ưng, anh giao hàng tốt bụng nữa",Cực kì hài lòng,"son thơm lắm luôn, siêu đẹp, siêu ưng, anh giao hàng tốt bụng nữa",son thơm lắm luôn siêu đẹp siêu ưng anh giao hàng tốt bụng nữa,Positive
Thom Mis,Màu : A10 - đỏ berry,tiki giao hàng rất nhanh. son màu a10 rất hợp với da ngăm của mình. chất son rất ưng. sẽ ủng hộ shop thêm vài màu trong thời gian tới.,Cực kì hài lòng,tiki giao hàng rất nhanh. son màu a10 rất hợp với da ngăm của mình. chất son rất ưng. sẽ ủng hộ shop thêm vài màu trong thời gian tới.,tiki giao hàng rất nhanh son màu a10 rất hợp với da ngăm của mình chất son rất ưng sẽ ủng hộ shop thêm vài màu trong thời gian tới,Positive
Duyên Mỹ,Màu : A04 - đỏ thẫm,"giao hàng nhanh, đóng gói rất chắc chắn, màu son rất đẹp, rất ưng ý ??????",Cực kì hài lòng,"giao hàng nhanh, đóng gói rất chắc chắn, màu son rất đẹp, rất ưng ý ??????",giao hàng nhanh đóng gói rất chắc chắn màu son rất đẹp rất ưng ý,Positive
Thu Lan,Màu : A21 - đỏ nâu ánh khói,"Đặt tối 25/2 chiều 26/2 giao tới nơi. Chất son quá ok, đúng màu. Nói chung đáng mua",Cực kì hài lòng,"Đặt tối 25/2 chiều 26/2 giao tới nơi. Chất son quá ok, đúng màu. Nói chung đáng mua",đặt tối 25 2 chiều 26 2 giao tới nơi chất son quá ok đúng màu nói chung đáng mua,Positive
Hùng Lê,Màu : A05 - cam đỏ,"đóng gói cẩn thận ,màu lên rất đẹp mua tặng mà bạn gái khen quá trời",Cực kì hài lòng,"đóng gói cẩn thận ,màu lên rất đẹp mua tặng mà bạn gái khen quá trời",đóng gói cẩn thận màu lên rất đẹp mua tặng mà bạn gái khen quá trời,Positive
KIM THANH,Màu : A08 - cam bưởi đỏ,"sản phẩm tốt, đóng gói cẩn thận, son thơm, lên màu đẹp, rất hài lòng về sản phẩm",Cực kì hài lòng,"sản phẩm tốt, đóng gói cẩn thận, son thơm, lên màu đẹp, rất hài lòng về sản phẩm",sản phẩm tốt đóng gói cẩn thận son thơm lên màu đẹp rất hài lòng về sản phẩm,Positive
Vy Vy,Màu : A09 - hồng quế,"son mình đã nhận được, hàng thật, chất lượng tốt, giao hàng cho kiểm là thích rồi ạ, free ship quá đã lun, chất son mịn, màu đẹp, iu lắm",Cực kì hài lòng,"son mình đã nhận được, hàng thật, chất lượng tốt, giao hàng cho kiểm là thích rồi ạ, free ship quá đã lun, chất son mịn, màu đẹp, iu lắm",son mình đã nhận được hàng thật chất lượng tốt giao hàng cho kiểm là thích rồi ạ fre giao hàng quá đã luôn chất son mịn màu đẹp yêu lắm,Positive
Hiền Mít,Màu : A12 - nâu gạch,"sp chính hãng mọi người nên mua nhé .. dùng rât tốt, son màu đẹp đó ạ",Cực kì hài lòng,"sp chính hãng mọi người nên mua nhé .. dùng rât tốt, son màu đẹp đó ạ",sản phẩm chính hãng mọi người nên mua nhé dùng rât tốt son màu đẹp đó ạ,Positive
Nguyễn Thị Thùy,Màu : A08 - cam bưởi đỏ,"hàng được gói cẩn thận, son dùng ok lắm ạ. mướt môi, k bị khô môi.",Cực kì hài lòng,"hàng được gói cẩn thận, son dùng ok lắm ạ. mướt môi, k bị khô môi.",hàng được gói cẩn thận son dùng ok lắm ạ mướt môi không bị khô môi,Positive
Giàu Le Ngọc Nguyễn,Màu : A06 - đỏ nâu,hàng cực kì chuẩn nha sẽ ủng hộ lượt mưa tới,Cực kì hài lòng,hàng cực kì chuẩn nha sẽ ủng hộ lượt mưa tới,hàng cực kì chuẩn nha sẽ ủng hộ lượt mưa tới,Positive
Thúy An,Màu : A10 - đỏ berry,"mình mua màu A10 màu khá tươi và đẹp, son bôi lên rất dịu môi, nên bôi thêm son dưỡng vì son sẽ hơi khô sau đó. Đóng gói rất cẩn thận và màu son mình rất ưng luôn",Cực kì hài lòng,"mình mua màu A10 màu khá tươi và đẹp, son bôi lên rất dịu môi, nên bôi thêm son dưỡng vì son sẽ hơi khô sau đó. Đóng gói rất cẩn thận và màu son mình rất ưng luôn",mình mua màu a10 màu khá tươi và đẹp son bôi lên rất dịu môi nên bôi thêm son dưỡng vì son sẽ hơi khô sau đó đóng gói rất cẩn thận và màu son mình rất ưng luôn,Positive
Hai Yen,Màu : A12 - nâu gạch,Rất okiela,Cực kì hài lòng,Rất okiela,rất okiela,Positive
Nguyễn Thị Bích Như,Màu : A12 - nâu gạch,"sản phẩm chuẩn aut, màu lên cực đẹp í, đóng gói thì kĩ, đẹp từ vỏ son luôn á??. đặt buổi tối mà qua trưa mai là có , nhanh gọn lẹ. nói chung 10đ cho shop",Cực kì hài lòng,"sản phẩm chuẩn aut, màu lên cực đẹp í, đóng gói thì kĩ, đẹp từ vỏ son luôn á??. đặt buổi tối mà qua trưa mai là có , nhanh gọn lẹ. nói chung 10đ cho shop",sản phẩm chuẩn chuẩn chính hãng màu lên cực đẹp í đóng gói thì kĩ đẹp từ vỏ son luôn á đặt buổi tối mà qua trưa mai là có nhanh gọn lẹ nói chung 10đ cho shop,Positive
Dương Thị Diễm My,Màu : A12 - nâu gạch,son chính hãng nha mấy bạn dùng rất ok. Mình mua a12 nâu gạch nhe,Cực kì hài lòng,son chính hãng nha mấy bạn dùng rất ok. Mình mua a12 nâu gạch nhe,son chính hãng nha mấy bạn dùng rất ok mình mua a12 nâu gạch nhe,Positive
Thu Đoàn,Màu : A04 - đỏ thẫm,"Son giao nhanh, đóng gói cẩn thận, còn tặng kèm 1 đống son thỏi nữa chứ??",Cực kì hài lòng,"Son giao nhanh, đóng gói cẩn thận, còn tặng kèm 1 đống son thỏi nữa chứ??",son giao nhanh đóng gói cẩn thận còn tặng kèm 1 đống son thỏi nữa chứ,Positive
Ko Tên,Màu : A01- đỏ dâu,lần đầu tiên mua hàng trên mạng rất ưng ý. máy  chị em có mua on-line thì mua trên những shop uy tín z nha. đừng có mua máy con nhỏ trên mạng đăng hình tối ngày toàn lua dao,Cực kì hài lòng,lần đầu tiên mua hàng trên mạng rất ưng ý. máy  chị em có mua on-line thì mua trên những shop uy tín z nha. đừng có mua máy con nhỏ trên mạng đăng hình tối ngày toàn lua dao,lần đầu tiên mua hàng trên mạng rất ưng ý máy chị em có mua on line thì mua trên những shop uy tín vậy nha đừng có mua máy con nhỏ trên mạng đăng hình tối ngày toàn lua dao,Negative
Nguyễn Hồng Kim Ngân,Màu : A09 - hồng quế,"Màu son đẹp, chất son mướt lắm ạ",Cực kì hài lòng,"Màu son đẹp, chất son mướt lắm ạ",màu son đẹp chất son mướt lắm ạ,Positive
Nguyễn Hồng Kim Ngân,Màu : A11 - hồng cháy,"Màu son đẹp, chất son mướt lắm ạ",Cực kì hài lòng,"Màu son đẹp, chất son mướt lắm ạ",màu son đẹp chất son mướt lắm ạ,Positive
Bé Đăng,Màu : A12 - nâu gạch,Mua tặng bạn gái mua 4 lần rồi tặng xong cái là chia tay hazzzz,Cực kì hài lòng,Mua tặng bạn gái mua 4 lần rồi tặng xong cái là chia tay hazzzz,mua tặng bạn gái mua 4 lần rồi tặng xong cái là chia tay haz,Positive
Lê Trà,Màu : A12 - nâu gạch,cực kì oke luôn nha mọi người lên màu đpej lắm nha,Cực kì hài lòng,cực kì oke luôn nha mọi người lên màu đpej lắm nha,cực kì tốt luôn nha mọi người lên màu đpej lắm nha,Positive
Nicolas Nico,Màu : A12 - nâu gạch,"son đẹp lắm nha quý vị, HSD dài, tới tận 2023 nên an toàn, mình mua màu a12, tô lên màu siêu đẹp luôn, hợp với mọi tông da, son lên thấy răng trắng hơn luôn, mê lắm cơ :'>",Cực kì hài lòng,"son đẹp lắm nha quý vị, HSD dài, tới tận 2023 nên an toàn, mình mua màu a12, tô lên màu siêu đẹp luôn, hợp với mọi tông da, son lên thấy răng trắng hơn luôn, mê lắm cơ :'>",son đẹp lắm nha quý vị hsd dài tới tận 2023 nên an toàn mình mua màu a12 tô lên màu siêu đẹp luôn hợp với mọi tông da son lên thấy răng trắng hơn luôn mê lắm cơ,Positive
Nguyễn Huyền,Màu : A12 - nâu gạch,"Son lên màu cực đẹp. Check được cả mã vạch và hiddentag, yên tâm hàng chính hãng",Cực kì hài lòng,"Son lên màu cực đẹp. Check được cả mã vạch và hiddentag, yên tâm hàng chính hãng",son lên màu cực đẹp check được cả mã vạch và hidentag yên tâm hàng chính hãng,Positive
Nguyễn Lê Vy,Màu : A12 - nâu gạch,"Chất son mềm thơm , cảm ơn shop",Cực kì hài lòng,"Chất son mềm thơm , cảm ơn shop",chất son mềm thơm cảm ơn shop,Positive
Nguyễn Thiên,Màu : A19 - đỏ hồng tomato,tốt,Cực kì hài lòng,tốt,tốt,Positive
Vân Anh Delaney,Màu : A08 - cam bưởi đỏ,Dùng rất ok la màu đẹp mùi thơm,Cực kì hài lòng,Dùng rất ok la màu đẹp mùi thơm,dùng rất ok la màu đẹp mùi thơm,Positive
Huỳnh Ngọc,Màu : A21 - đỏ nâu ánh khói,"Date xa, màu son đẹp.",Cực kì hài lòng,"Date xa, màu son đẹp.",date xa màu son đẹp,Positive
Pham Huong,Màu : A09 - hồng quế,"Đã nhận hàng. Bọc cẩn thận lắm luôn. Mùi thơm, chưa dùng nên đánh giá sau 
Thanks shop.",Cực kì hài lòng,"Đã nhận hàng. Bọc cẩn thận lắm luôn. Mùi thơm, chưa dùng nên đánh giá sau 
Thanks shop.",đã nhận hàng bọc cẩn thận lắm luôn mùi thơm chưa dùng nên đánh giá sau cảm ơn shop,Positive
VƯƠNG LINH,Màu : A05 - cam đỏ,"Màu A05 chắc để dành cho đứa da ngăm như em, Tết này đánh lên cho mặt mày tươi sáng, đón năm mới, xua tan Covid đi nào",Cực kì hài lòng,"Màu A05 chắc để dành cho đứa da ngăm như em, Tết này đánh lên cho mặt mày tươi sáng, đón năm mới, xua tan Covid đi nào",màu a05 chắc để dành cho đứa da ngăm như em tết này đánh lên cho mặt mày tươi sáng đón năm mới xua tan covid đi nào,Positive
Nguyễn Như Huỳnh,Màu : A07 - cam hồng,son mịn lắm luôn. lên môi không bị rỗ nữa.  hàng real nha mọi người. cựccccc thíchhhh luôn,Cực kì hài lòng,son mịn lắm luôn. lên môi không bị rỗ nữa.  hàng real nha mọi người. cựccccc thíchhhh luôn,son mịn lắm luôn lên môi không bị rỗ nữa hàng real nha mọi người cực thích luôn,Positive
Trần Ngọc Đan Thanh,Màu : A06 - đỏ nâu,"Giao nhanh, đủ và đúng hàng, rất tốt, đáng tiền, sẽ ủng hộ lần sau. Hình ảnh chỉ mang tính chất nhận xu.",Cực kì hài lòng,"Giao nhanh, đủ và đúng hàng, rất tốt, đáng tiền, sẽ ủng hộ lần sau. Hình ảnh chỉ mang tính chất nhận xu.",giao nhanh đủ và đúng hàng rất tốt đáng tiền sẽ ủng hộ lần sau hình ảnh chỉ mang tính chất nhận xu,Positive
Thanh Đỗ,Màu : A17 - đỏ lạnh,son đẹp thơm lên chuẩn màu nhân viên giao hàng nhanh thân thiện đz :v son check được mã code nói chung ngon bổ rẻ,Cực kì hài lòng,son đẹp thơm lên chuẩn màu nhân viên giao hàng nhanh thân thiện đz :v son check được mã code nói chung ngon bổ rẻ,son đẹp thơm lên chuẩn màu nhân viên giao hàng nhanh thân thiện đẹp giai v son check được mã code nói chung ngon bổ rẻ,Positive
Triệu Vy,Màu : A11 - hồng cháy,"Giao nhanh hơn dự tính, son thơm lên màu đẹp",Cực kì hài lòng,"Giao nhanh hơn dự tính, son thơm lên màu đẹp",giao nhanh hơn dự tính son thơm lên màu đẹp,Positive
Phù Trần Thúy Hằng,Màu : A12 - nâu gạch,"Son lên màu cực đẹp luôn , mịn , thơm , giao hàng cực nhanh luôn ý . Chắc chắn sẽ ủng hộ tiếp ạ",Cực kì hài lòng,"Son lên màu cực đẹp luôn , mịn , thơm , giao hàng cực nhanh luôn ý . Chắc chắn sẽ ủng hộ tiếp ạ",son lên màu cực đẹp luôn mịn thơm giao hàng cực nhanh luôn ý chắc chắn sẽ ủng hộ tiếp ạ,Positive
Thúy Diểm,Màu : A05 - cam đỏ,"có vẻ HK phải son chính hãng nhưng rất là thích
đóng gói kỉ
son thơm mùi như kẹo nho
nhưng để lâu thì thấy có mùi rượu nho
son đẹp mịn nhưng hơi khô môi 
nói chung vs giá vậy thì z là tốt r",Cực kì hài lòng,"có vẻ HK phải son chính hãng nhưng rất là thích
đóng gói kỉ
son thơm mùi như kẹo nho
nhưng để lâu thì thấy có mùi rượu nho
son đẹp mịn nhưng hơi khô môi 
nói chung vs giá vậy thì z là tốt r",có vẻ không phải son chính hãng nhưng rất là thích đóng gói kỉ son thơm mùi như kẹo nho nhưng để lâu thì thấy có mùi rượu nho son đẹp mịn nhưng hơi khô môi nói chung với giá vậy thì vậy là tốt rồi,Positive
Lê Trúc Quỳnh,Màu : A12 - nâu gạch,"Màu son đẹp , chất son mướt , mịn , lên màu chuẩn",Cực kì hài lòng,"Màu son đẹp , chất son mướt , mịn , lên màu chuẩn",màu son đẹp chất son mướt mịn lên màu chuẩn,Positive
Đinh Thi,Màu : A05 - cam đỏ,"Son mùi thơm dễ chịu, màu lên tươi, siêu lì luôn đó ạ.",Cực kì hài lòng,"Son mùi thơm dễ chịu, màu lên tươi, siêu lì luôn đó ạ.",son mùi thơm dễ chịu màu lên tươi siêu lì luôn đó ạ,Positive
Duyên Mỹ,Màu : A12 - nâu gạch,"giao hàng nhanh, đóng gói chắc chắn, giao đúng màu mình chọn, son mềm, thơm, chất lượng, mình rất thích",Cực kì hài lòng,"giao hàng nhanh, đóng gói chắc chắn, giao đúng màu mình chọn, son mềm, thơm, chất lượng, mình rất thích",giao hàng nhanh đóng gói chắc chắn giao đúng màu mình chọn son mềm thơm chất lượng mình rất thích,Positive
Nguyễn Ngọc Hân,Màu : A09 - hồng quế,đẹp ạ.,Cực kì hài lòng,đẹp ạ.,đẹp ạ,Positive
Thuy Nguyen,Màu : A12 - nâu gạch,rất nà xinhhhhhhhhhhhhhhhhhhh đẹp tuyệt vờiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,Cực kì hài lòng,rất nà xinhhhhhhhhhhhhhhhhhhh đẹp tuyệt vờiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,rất nà xinh đẹp tuyệt vời,Positive
Huyền Trang,Màu : A10 - đỏ berry,"Mùi thơm, màu lên chuẩn, bộ bám màu tốt",Cực kì hài lòng,"Mùi thơm, màu lên chuẩn, bộ bám màu tốt",mùi thơm màu lên chuẩn bộ bám màu tốt,Positive
Trần Tình,Màu : A12 - nâu gạch,"Hàng auth, màu rất hợp để mặt mộc, không quá dừ, mùi kẹo ngọt. Son mềm mịn không khô môi nhưng không lì lắm, nhanh trôi. Giá hạt dẻ.",Cực kì hài lòng,"Hàng auth, màu rất hợp để mặt mộc, không quá dừ, mùi kẹo ngọt. Son mềm mịn không khô môi nhưng không lì lắm, nhanh trôi. Giá hạt dẻ.",hàng chuẩn chính hãng màu rất hợp để mặt mộc không quá dừ mùi kẹo ngọt son mềm mịn không khô môi nhưng không lì lắm nhanh trôi giá hạt dẻ,Positive
Ánh Hồng,Màu : A11 - hồng cháy,"son màu chuẩn,,, rất ưng ý lun. ,mùi lại cực kì thơm,, đóng gói kĩ nữa, lần đầu mua hàng bên tiki. rất hài lòng.",Cực kì hài lòng,"son màu chuẩn,,, rất ưng ý lun. ,mùi lại cực kì thơm,, đóng gói kĩ nữa, lần đầu mua hàng bên tiki. rất hài lòng.",son màu chuẩn rất ưng ý luôn mùi lại cực kì thơm đóng gói kĩ nữa lần đầu mua hàng bên tiki rất hài lòng,Positive
